smiles_1,smiles_2,id_1,id_2,transformation,context
CN1CCC(CC1)NC1=C2C=C(C#CC(=O)NC3=CC=C(N=C3)C(C)(C)C#N)N(CC(F)(F)F)C2=CC=C1,COC1=CC(=NC=C1NCC#CC1=CC2=C(NC3CCN(C)CC3)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,pmv_2017_6346857,pmv_2021_6344722,[*:1]C(=O)Nc1ccc([*:2])nc1>>[*:1]CNc1cnc([*:2])cc1OC,[*:1]C#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F.[*:2]C(C)(C)C#N
C[Si](C)(C)C#CC1=CC2=C(NC3CCS(=O)(=O)CC3)C=CC=C2N1CC(F)(F)F,COC1=CC=NC=C1NCC#CC1=CC2=C(NC3CCS(=O)(=O)CC3)C=CC=C2N1CC(F)(F)F,pmv_2017_6344439,pmv_2021_5554774,[*:1][Si](C)(C)C>>[*:1]CNc1cnccc1OC,[*:1]C#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F
FC(F)(F)CN1C(=CC2=C(NC3CCS(=O)(=O)CC3)C=CC=C12)C#C,COC1=CC=NC=C1NCC#CC1=CC2=C(NC3CCS(=O)(=O)CC3)C=CC=C2N1CC(F)(F)F,pmv_2017_5559980,pmv_2021_5554774,[*:1][H]>>[*:1]CNc1cnccc1OC,[*:1]C#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F
CS(=O)(=O)C1=CC=C(NC(=O)C#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=C1,COC1=CC(=NC=C1NCC#CC1=CC2=C(NC3CCS(=O)(=O)CC3)C=CC=C2N1CC(F)(F)F)S(C)(=O)=O,pmv_2017_6346823,pmv_2021_5570128,[*:1]C(=O)Nc1ccc([*:2])cc1>>[*:1]CNc1cnc([*:2])cc1OC,[*:1]C#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F.[*:2]S(C)(=O)=O
COC1=C(NCC#CC2=CC3=C(NC4CCN(CC#N)CC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)S(C)(=O)=O,COC1=C(NCC#CC2=CC3=C(NC4CCN(CCC#N)CC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)S(C)(=O)=O,pmv_2017_6346645,pmv_2021_6345289,[*:1]C[*:2]>>[*:1]CC[*:2],[*:1]C#N.[*:2]N1CCC(Nc2cccc3c2cc(C#CCNc2ccc(S(C)(=O)=O)cc2OC)n3CC(F)(F)F)CC1
COC1=CC=C(C=C1NCC#CC1=CC2=C(NC3CCN(C)CC3)C=CC=C2N1CC(F)(F)F)C#N,COC1=CC(=NC=C1NCC#CC1=CC2=C(NC3CCN(C)CC3)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,pmv_2017_5569987,pmv_2021_6344722,[*:1]c1ccc([*:2])c([*:3])c1>>[*:3]c1cnc(C([*:1])(C)C)cc1[*:2],[*:1]C#N.[*:3]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F.[*:2]OC
COC1=C(NCC#CC2=CC3=C(NC4CCN(C)CC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)C#N,COC1=CC(=NC=C1NCC#CC1=CC2=C(NC3CCN(C)CC3)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,pmv_2017_6344166,pmv_2021_6344722,[*:1]c1ccc([*:2])c([*:3])c1>>[*:2]c1cnc(C([*:1])(C)C)cc1[*:3],[*:1]C#N.[*:2]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F.[*:3]OC
CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(C=C3C#N)S(C)(=O)=O)N(CC(F)(F)F)C2=CC=C1,CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(C=C3OCC#N)S(C)(=O)=O)N(CC(F)(F)F)C2=CC=C1,pmv_2017_6346407,pmv_2021_6346994,[*:1]c1ccc([*:2])c([*:3])c1>>[*:3]COc1cc([*:1])ccc1[*:2],[*:3]C#N.[*:2]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F.[*:1]S(C)(=O)=O
COC1=CC=C(C=C1NCC#CC1=CC2=C(NC3CCS(=O)(=O)CC3)C=CC=C2N1CC(F)(F)F)C#N,COC1=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=NC(=C1)C(C)(C)C#N,pmv_2017_5569992,pmv_2021_6345511,[*:1]c1ccc([*:2])c([*:3])c1>>[*:3]c1cnc(C([*:1])(C)C)cc1[*:2],[*:1]C#N.[*:3]NCC#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F.[*:2]OC
COC1=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)C#N,COC1=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=NC(=C1)C(C)(C)C#N,pmv_2017_6344950,pmv_2021_6345511,[*:1]c1ccc([*:2])c([*:3])c1>>[*:2]c1cnc(C([*:1])(C)C)cc1[*:3],[*:1]C#N.[*:2]NCC#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F.[*:3]OC
CN(C)C(=O)C1=NC=C(NCC#CC2=CC3=C(NC4CCN(C)CC4)C=CC=C3N2CC(F)(F)F)C=C1,CN(C)C(=O)C1=CC=C(NCC#CC2=CC3=C(NC4CCN(C)CC4)C=CC=C3N2CC(F)(F)F)S1,pmv_2017_6346863,pmv_2021_6344720,[*:1]c1ccc([*:2])nc1>>[*:1]c1ccc([*:2])s1,[*:2]C(=O)N(C)C.[*:1]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F
COC1=CC(=CC=C1NCC#CC1=CC2=C(NC3CCN(CC3)C(C)=O)C=CC=C2N1CC(F)(F)F)S(C)(=O)=O,COC1=C(NCC#CC2=CC3=C(NC4CCN(CC4)C(=O)C(C)O)C=CC=C3N2CC(F)(F)F)C=CC(=C1)S(C)(=O)=O,pmv_2017_5570125,pmv_2021_6347417,[*:1]C>>[*:1]C(C)O,[*:1]C(=O)N1CCC(Nc2cccc3c2cc(C#CCNc2ccc(S(C)(=O)=O)cc2OC)n3CC(F)(F)F)CC1
COC1=CC(=CC=C1NCC#CC1=CC2=C(NC3CCN(CC3)C(C)=O)C=CC=C2N1CC(F)(F)F)S(C)(=O)=O,COC1=C(NCC#CC2=CC3=C(NC4CCN(CC4)C(=O)C(C)C)C=CC=C3N2CC(F)(F)F)C=CC(=C1)S(C)(=O)=O,pmv_2017_5570125,pmv_2021_6347434,[*:1]C>>[*:1]C(C)C,[*:1]C(=O)N1CCC(Nc2cccc3c2cc(C#CCNc2ccc(S(C)(=O)=O)cc2OC)n3CC(F)(F)F)CC1
COC1=CC(=CC=C1NCC#CC1=CC2=C(NC3CCN(CC3)C(C)=O)C=CC=C2N1CC(F)(F)F)S(C)(=O)=O,CCC(=O)N1CCC(CC1)NC1=C2C=C(C#CCNC3=C(OC)C=C(C=C3)S(C)(=O)=O)N(CC(F)(F)F)C2=CC=C1,pmv_2017_5570125,pmv_2021_6344231,[*:1]C>>[*:1]CC,[*:1]C(=O)N1CCC(Nc2cccc3c2cc(C#CCNc2ccc(S(C)(=O)=O)cc2OC)n3CC(F)(F)F)CC1
CNC(=O)C1=CC=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=N1,CNC(=O)C1=CC(OC)=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=C1,pmv_2017_6346831,pmv_2021_6347158,[*:1]c1ccc([*:2])nc1>>[*:2]c1ccc([*:1])c(OC)c1,[*:2]C(=O)NC.[*:1]NCC#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F
COC1=CC(=CC=C1NCC#CC1=CC2=C(NC3CCN(C)CC3)C=CC=C2N1CC(F)(F)F)C(O)=O,CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(S3)C(O)=O)N(CC(F)(F)F)C2=CC=C1,pmv_2017_5554771,pmv_2021_6344183,[*:1]c1ccc([*:2])c(OC)c1>>[*:1]c1ccc([*:2])s1,[*:1]C(=O)O.[*:2]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F
COC1=CC(=CC=C1NCC#CC1=CC2=C(NC3CCN(CC(O)=O)CC3)C=CC=C2N1CC(F)(F)F)S(C)(=O)=O,COC1=CC(=CC=C1NCC#CC1=CC2=C(NC3CCCC(C3)C(O)=O)C=CC=C2N1CC(F)(F)F)S(C)(=O)=O,pmv_2017_5570123,pmv_2021_6347123,[*:1]CN1CCC([*:2])CC1>>[*:1]C1CCCC([*:2])C1,[*:1]C(=O)O.[*:2]Nc1cccc2c1cc(C#CCNc1ccc(S(C)(=O)=O)cc1OC)n2CC(F)(F)F
CN1CCC(CC1)NC1=C2C=C(C#CCNC(=O)NC3=CC=C(N=C3)C(C)(C)C#N)N(CC(F)(F)F)C2=CC=C1,COC1=CC(=NC=C1NCC#CC1=CC2=C(NC3CCN(C)CC3)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,pmv_2017_6345714,pmv_2021_6344722,[*:1]NC(=O)Nc1ccc([*:2])nc1>>[*:1]Nc1cnc([*:2])cc1OC,[*:2]C(C)(C)C#N.[*:1]CC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F
CC(C)(C#N)C1=CC=C(NC(=O)NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=N1,COC1=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=NC(=C1)C(C)(C)C#N,pmv_2017_5556508,pmv_2021_6345511,[*:1]NC(=O)Nc1ccc([*:2])nc1>>[*:1]Nc1cnc([*:2])cc1OC,[*:2]C(C)(C)C#N.[*:1]CC#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F
CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(C=C3F)C(C)(C)C#N)N(CC(F)(F)F)C2=CC=C1,COC1=CC(=NC=C1NCC#CC1=CC2=C(NC3CCN(C)CC3)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,pmv_2017_6346887,pmv_2021_6344722,[*:1]c1ccc([*:2])c(F)c1>>[*:1]c1cc(OC)c([*:2])cn1,[*:1]C(C)(C)C#N.[*:2]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F
COC1=C(NCC#CC2=CC3=C(NC4CCN(C)CC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)C(C)(C)C#N,COC1=CC(=NC=C1NCC#CC1=CC2=C(NC3CCN(C)CC3)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,pmv_2017_6344934,pmv_2021_6344722,[*:1]c1ccc([*:2])c(OC)c1>>[*:1]c1cc(OC)c([*:2])cn1,[*:1]C(C)(C)C#N.[*:2]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F
COC1=C(NCC#CC2=CC3=C(NC4CCN(C)CC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)C(C)(C)C#N,COC1=CC(=NC=C1NCC#CC1=CC2=C(NC3CCN(C)CC3)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,pmv_2017_6344934,pmv_2021_6344722,[*:1]c1ccc([*:2])c([*:3])c1>>[*:1]c1cc([*:3])c([*:2])cn1,[*:1]C(C)(C)C#N.[*:2]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F.[*:3]OC
COC1=CC(=CC=C1NCC#CC1=CC2=C(NC3CCS(=O)(=O)CC3)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,COC1=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=NC(=C1)C(C)(C)C#N,pmv_2017_5570131,pmv_2021_6345511,[*:1]c1ccc([*:2])c(OC)c1>>[*:1]c1cc(OC)c([*:2])cn1,[*:1]C(C)(C)C#N.[*:2]NCC#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F
CC(C)(C#N)C1=CC(F)=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=C1,COC1=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=NC(=C1)C(C)(C)C#N,pmv_2017_6344944,pmv_2021_6345511,[*:1]c1ccc([*:2])c(F)c1>>[*:1]c1cc(OC)c([*:2])cn1,[*:1]C(C)(C)C#N.[*:2]NCC#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F
COC1=CC(=CC=C1NCC#CC1=CC2=C(NC3CCS(=O)(=O)CC3)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,COC1=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=NC(=C1)C(C)(C)C#N,pmv_2017_5570131,pmv_2021_6345511,[*:1]c1ccc([*:2])c([*:3])c1>>[*:1]c1cc([*:3])c([*:2])cn1,[*:1]C(C)(C)C#N.[*:2]NCC#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F.[*:3]OC
CN(C)[C@@H]1CC[C@@H](CC1)NC1=C2C=C(C#CCNC3=CC=C(N=C3)C(C)(C)C#N)N(CC(F)(F)F)C2=CC=C1,COC1=CC(=CC=C1NCC#CC1=CC2=C(N[C@H]3CC[C@H](CC3)N(C)C)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,pmv_2017_6346640,pmv_2021_6345253,[*:1]c1ccc([*:2])nc1>>[*:2]c1ccc([*:1])c(OC)c1,[*:2]C(C)(C)C#N.[*:1]NCC#Cc1cc2c(N[C@H]3CC[C@@H](N(C)C)CC3)cccc2n1CC(F)(F)F
CN(C)[C@H]1CC[C@@H](CC1)NC1=C2C=C(C#CCNC3=CC=C(N=C3)C(C)(C)C#N)N(CC(F)(F)F)C2=CC=C1,COC1=CC(=CC=C1NCC#CC1=CC2=C(N[C@H]3CC[C@@H](CC3)N(C)C)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,pmv_2017_6346639,pmv_2021_6347030,[*:1]c1ccc([*:2])nc1>>[*:2]c1ccc([*:1])c(OC)c1,[*:2]C(C)(C)C#N.[*:1]NCC#Cc1cc2c(N[C@H]3CC[C@H](N(C)C)CC3)cccc2n1CC(F)(F)F
COC1=C(NCC#CC2=CC3=C(NC4CCN(CC(C)O)CC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)S(C)(=O)=O,COC1=C(NCC#CC2=CC3=C(NC4CCN(CC4)C(=O)C(C)O)C=CC=C3N2CC(F)(F)F)C=CC(=C1)S(C)(=O)=O,pmv_2017_6344147,pmv_2021_6347417,[*:1]CN1CCC([*:2])CC1>>[*:1]C(=O)N1CCC([*:2])CC1,[*:1]C(C)O.[*:2]Nc1cccc2c1cc(C#CCNc1ccc(S(C)(=O)=O)cc1OC)n2CC(F)(F)F
COC1=C(NCC#CC2=CC3=C(N[C@H]4CC[C@@H](CC4)N4CCOCC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)S(C)(=O)=O,COC1=CC(=CC=C1NCC#CC1=CC2=C(N[C@H]3CC[C@@H](CC3)N3CCOCC3)C=CC=C2N1CC(F)F)S(C)(=O)=O,pmv_2017_6346405,pmv_2021_6347153,[*:1]F>>[*:1][H],[*:1]C(F)(F)Cn1c(C#CCNc2ccc(S(C)(=O)=O)cc2OC)cc2c(N[C@H]3CC[C@H](N4CCOCC4)CC3)cccc21
CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(N=C3)C(F)(F)F)N(CC(F)(F)F)C2=CC=C1,COC1=C(NCC#CC2=CC3=C(NC4CCN(C)CC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)C(F)(F)F,pmv_2017_5569985,pmv_2021_6345745,[*:1]c1ccc([*:2])nc1>>[*:2]c1ccc([*:1])c(OC)c1,[*:2]C(F)(F)F.[*:1]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F
CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(C=C3)S(=O)(=O)C(F)(F)F)N(CC(F)(F)F)C2=CC=C1,COC1=C(NCC#CC2=CC3=C(NC4CCN(C)CC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)C(F)(F)F,pmv_2017_6346422,pmv_2021_6345745,[*:1]c1ccc(S([*:2])(=O)=O)cc1>>[*:2]c1ccc([*:1])c(OC)c1,[*:2]C(F)(F)F.[*:1]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F
CN1CCC(CC1)NC1=C2C=C(C#CCNC3=C(C=C(C=C3)S(C)(=O)=O)C(F)(F)F)N(CC(F)(F)F)C2=CC=C1,COC1=C(NCC#CC2=CC3=C(NC4CCN(C)CC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)C(F)(F)F,pmv_2017_6346406,pmv_2021_6345745,[*:1]c1ccc(S(C)(=O)=O)cc1[*:2]>>[*:2]c1ccc([*:1])c(OC)c1,[*:2]C(F)(F)F.[*:1]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F
CN1CCC(CC1)NC1=C2C=C(C#CCNC3=C(C=C(C=C3)S(C)(=O)=O)C(F)(F)F)N(CC(F)(F)F)C2=CC=C1,CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(C=C3OC(F)(F)F)S(C)(=O)=O)N(CC(F)(F)F)C2=CC=C1,pmv_2017_6346406,pmv_2021_6346705,[*:1]c1ccc([*:2])c([*:3])c1>>[*:3]Oc1cc([*:1])ccc1[*:2],[*:3]C(F)(F)F.[*:2]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F.[*:1]S(C)(=O)=O
CN1CCC(CC1)NC1=C2C=C(C#CCNC3=C(C=C(C=C3)S(C)(=O)=O)C(F)(F)F)N(CC(F)(F)F)C2=CC=C1,CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(C=C3OCC(F)(F)F)S(C)(=O)=O)N(CC(F)(F)F)C2=CC=C1,pmv_2017_6346406,pmv_2021_6346852,[*:1]c1ccc([*:2])c([*:3])c1>>[*:3]COc1cc([*:1])ccc1[*:2],[*:3]C(F)(F)F.[*:2]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F.[*:1]S(C)(=O)=O
CS(=O)(=O)C1=CC=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C(=C1)C(F)(F)F,CS(=O)(=O)C1=CC(OC(F)(F)F)=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=C1,pmv_2017_5570124,pmv_2021_6346964,[*:1]c1ccc([*:2])c([*:3])c1>>[*:3]Oc1cc([*:1])ccc1[*:2],[*:3]C(F)(F)F.[*:2]NCC#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F.[*:1]S(C)(=O)=O
CS(=O)(=O)C1=CC=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C(=C1)C(F)(F)F,CS(=O)(=O)C1=CC(OCC(F)(F)F)=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=C1,pmv_2017_5570124,pmv_2021_6346853,[*:1]c1ccc([*:2])c([*:3])c1>>[*:3]COc1cc([*:1])ccc1[*:2],[*:3]C(F)(F)F.[*:2]NCC#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F.[*:1]S(C)(=O)=O
CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(C=C3OCC(F)(F)F)S(C)(=O)=O)N(CC(F)(F)F)C2=CC=C1,CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(C=C3OC(F)(F)F)S(C)(=O)=O)N(CC(F)(F)F)C2=CC=C1,pmv_2017_6346852,pmv_2021_6346705,[*:1]CO[*:2]>>[*:1]O[*:2],[*:1]C(F)(F)F.[*:2]c1cc(S(C)(=O)=O)ccc1NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F
CS(=O)(=O)C1=CC(OCC(F)(F)F)=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=C1,CS(=O)(=O)C1=CC(OC(F)(F)F)=C(NCC#CC2=CC3=C(NC4CCS(=O)(=O)CC4)C=CC=C3N2CC(F)(F)F)C=C1,pmv_2017_6346853,pmv_2021_6346964,[*:1]CO[*:2]>>[*:1]O[*:2],[*:1]C(F)(F)F.[*:2]c1cc(S(C)(=O)=O)ccc1NCC#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F
NC(=O)C1=NC=C(NCC#CC2=CC3=C(NC4CCN(CC4)C4CCOCC4)C=CC=C3N2CC(F)(F)F)C=C1,COC1=C(NCC#CC2=CC3=C(NC4CCN(CC4)C4CCOCC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)C(N)=O,pmv_2017_6346650,pmv_2021_6345710,[*:1]c1ccc([*:2])nc1>>[*:2]c1ccc([*:1])c(OC)c1,[*:2]C(N)=O.[*:1]NCC#Cc1cc2c(NC3CCN(C4CCOCC4)CC3)cccc2n1CC(F)(F)F
NC(=O)C1=CC=C(NCC#CC2=CC3=C(NC4CCNCC4)C=CC=C3N2CC(F)(F)F)C=N1,COC1=CC(=CC=C1NCC#CC1=CC2=C(NC3CCNCC3)C=CC=C2N1CC(F)(F)F)C(N)=O,pmv_2017_6346649,pmv_2021_5552924,[*:1]c1ccc([*:2])nc1>>[*:2]c1ccc([*:1])c(OC)c1,[*:2]C(N)=O.[*:1]NCC#Cc1cc2c(NC3CCNCC3)cccc2n1CC(F)(F)F
CN(C)[C@@H]1CC[C@@H](CC1)NC1=C2C=C(C#CCNC3=CC=C(N=C3)C(N)=O)N(CC(F)(F)F)C2=CC=C1,COC1=CC(C(N)=O)=C(F)C=C1NCC#CC1=CC2=C(N[C@H]3CC[C@H](CC3)N(C)C)C=CC=C2N1CC(F)(F)F,pmv_2017_6346393,pmv_2021_6345757,[*:1]c1ccc([*:2])nc1>>[*:2]c1cc(OC)c([*:1])cc1F,[*:2]C(N)=O.[*:1]NCC#Cc1cc2c(N[C@H]3CC[C@@H](N(C)C)CC3)cccc2n1CC(F)(F)F
CN(C)[C@@H]1CC[C@@H](CC1)NC1=C2C=C(C#CCNC3=CC=C(N=C3)C(N)=O)N(CC(F)(F)F)C2=CC=C1,COC1=C(NCC#CC2=CC3=C(N[C@H]4CC[C@H](CC4)N(C)C)C=CC=C3N2CC(F)(F)F)C=CC(=C1)C(N)=O,pmv_2017_6346393,pmv_2021_6345525,[*:1]c1ccc([*:2])nc1>>[*:2]c1ccc([*:1])c(OC)c1,[*:2]C(N)=O.[*:1]NCC#Cc1cc2c(N[C@H]3CC[C@@H](N(C)C)CC3)cccc2n1CC(F)(F)F
CN(C)[C@H]1CC[C@@H](CC1)NC1=C2C=C(C#CCNC3=CC=C(N=C3)C(N)=O)N(CC(F)(F)F)C2=CC=C1,COC1=CC(=CC=C1NCC#CC1=CC2=C(N[C@H]3CC[C@@H](CC3)N(C)C)C=CC=C2N1CC(F)(F)F)C(N)=O,pmv_2017_6345209,pmv_2021_6347067,[*:1]c1ccc([*:2])nc1>>[*:2]c1ccc([*:1])c(OC)c1,[*:2]C(N)=O.[*:1]NCC#Cc1cc2c(N[C@H]3CC[C@H](N(C)C)CC3)cccc2n1CC(F)(F)F
CN(C)[C@H]1CC[C@@H](CC1)NC1=C2C=C(C#CCNC3=CC=C(N=C3)C(N)=O)N(CC(F)(F)F)C2=CC=C1,COC1=CC(C(N)=O)=C(F)C=C1NCC#CC1=CC2=C(N[C@H]3CC[C@@H](CC3)N(C)C)C=CC=C2N1CC(F)(F)F,pmv_2017_6345209,pmv_2021_6344732,[*:1]c1ccc([*:2])nc1>>[*:2]c1cc(OC)c([*:1])cc1F,[*:2]C(N)=O.[*:1]NCC#Cc1cc2c(N[C@H]3CC[C@H](N(C)C)CC3)cccc2n1CC(F)(F)F
COC1=C(NCC#CC2=CC3=C(NC4CCN(CC(C)O)CC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)S(C)(=O)=O,COC1=C(NCC#CC2=CC3=C(NC4CCN(CCO)CC4)C=CC=C3N2CC(F)(F)F)C=CC(=C1)S(C)(=O)=O,pmv_2017_6344147,pmv_2021_6344936,[*:1]C>>[*:1][H],[*:1]C(O)CN1CCC(Nc2cccc3c2cc(C#CCNc2ccc(S(C)(=O)=O)cc2OC)n3CC(F)(F)F)CC1
C[Si](C)(C)C#CC1=CC2=C(NC3CCS(=O)(=O)CC3)C=CC=C2N1CC(F)(F)F,COC1=CC=NC=C1NCC#CC1=CC2=C(NC3CCS(=O)(=O)CC3)C=CC=C2N1CC(F)(F)F,pmv_2017_6344439,pmv_2021_5554774,[*:1][Si]([*:2])(C)C>>[*:1]CNc1cnccc1O[*:2],[*:2]C.[*:1]C#Cc1cc2c(NC3CCS(=O)(=O)CC3)cccc2n1CC(F)(F)F
CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(N=C3)C(C)(C)C#N)N(CC(F)(F)F)C2=CC=C1,COC1=CC(=NC=C1NCC#CC1=CC2=C(NC3CCN(C)CC3)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,pmv_2017_6345741,pmv_2021_6344722,[*:1]c1ccc(C([*:2])([*:3])C)nc1>>[*:2]Oc1cc(C([*:3])(C)C)ncc1[*:1],[*:2]C.[*:3]C#N.[*:1]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F
CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(C=C3F)C(C)(C)C#N)N(CC(F)(F)F)C2=CC=C1,COC1=CC(=NC=C1NCC#CC1=CC2=C(NC3CCN(C)CC3)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,pmv_2017_6346887,pmv_2021_6344722,[*:1]c1ccc(C([*:2])([*:3])C)cc1F>>[*:2]Oc1cc(C([*:3])(C)C)ncc1[*:1],[*:2]C.[*:3]C#N.[*:1]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F
CN1CCC(CC1)NC1=C2C=C(C#CCNC3=CC=C(C=C3C#N)S(C)(=O)=O)N(CC(F)(F)F)C2=CC=C1,COC1=CC(=NC=C1NCC#CC1=CC2=C(NC3CCN(C)CC3)C=CC=C2N1CC(F)(F)F)C(C)(C)C#N,pmv_2017_6346407,pmv_2021_6344722,[*:1]c1ccc(S([*:2])(=O)=O)cc1[*:3]>>[*:2]Oc1cc(C([*:3])(C)C)ncc1[*:1],[*:2]C.[*:3]C#N.[*:1]NCC#Cc1cc2c(NC3CCN(C)CC3)cccc2n1CC(F)(F)F
